iso,glottocode,name,family,family_code,classification,macroarea,countries,dialects,names,med,aes,refs,likely_script
mpa,mpot1240,Mpoto,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > Benue-Congo > Bantoid > Southern Bantoid > Narrow Bantu > East Bantu > Rufiji-Ruvuma > Rufijic > Matengo-Rufiji > South Mbinda,Africa,MW;TZ,,Chimpoto|Kinyasa|Nyasa,grammar sketch,not endangered,8,Latin
mpb,mull1237,Mullukmulluk,Northern Daly,nort1547,Northern Daly,Australia,AU,,Akana|Djiramo|Djiramö|Gamu|Junggor|Kamor|Madngela|Malack malack|Malack-malack|Malag Malag|Malag-Malag|Malagmalag,grammar,nearly extinct,37,Latin
mpc,mang1381,Mangarrayi,Mangarrayi-Maran,mang1423,Mangarrayi-Maran,Australia,AU,,Alawic|MaNrayi|Mangarai|Mangaraian Family|Mangarayi|Mangarayic|Mangarei|Mangarray|Mangerei|Manggarai|Mungarai|Mungari,grammar,nearly extinct,93,Latin
mpd,mach1268,Machinere,Arawakan,araw1281,Arawakan > Southern Maipuran > Purus-Chamicuro > Purus > Yineic,South America,BO;BR,,Machinere (Brasil)|Manchinere|Manchineri|Manitenere|Manitenerí|Manitenére|Mashineri|Maxineri|Maxineri (Brésil)|Maxineri (État plurinational de Bolivie)|Maxinéri,grammar sketch,shifting,20,Latin
mpe,maja1242,Majang,Surmic,surm1244,Surmic,Africa,ET,,Ajo|Ato Majang|Ato Majanger-Onk|Majang language|Majanjiro|Masango|Masongo|Mesengo|Ojanjur|Tama,long grammar,not endangered,46,Latin
mpf,mamt1234,"Mam, Tajumulco",Bookkeeping,book1242,Bookkeeping,North America,MX,,,Wordlist or less,,1,
mpg,marb1239,Marba,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Masa > North Masa > Marba-Musey,Africa,TD,Monogoy,'Azumeina|Azumeina|Kolong|Kulong|Kulung|Maraba|Marba hizkuntza|Marba jezik|Marba language|Marbaeg,phonology/text,not endangered,5,Latin
mph,maun1240,Mawng,Iwaidjan Proper,iwai1246,Iwaidjan Proper,Australia,AU,,Goulburn Islands|Gun marung|Gun-Marung|Gunmarang|Gunmarung|Iwaidjan|Kunmarung|Managari|Manangari|Marung|Mau|Maung,long grammar,threatened,76,Latin
mpi,mpad1242,Mpade,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > North Biu-Mandara > Kotoko-Buduma > Kotoko Septentrional > Kotoko Septentrional 2,Africa,CM;NG;TD,Bodo (Mpade)|Digam|Makari|Nuclear Mpade|Shoe|Woulki,Kotoko-Makari|Mackeri|Makari|Makary|Mandage|Mandague|Mandagué|Mendage|Mpade language,long grammar,not endangered,18,Latin
mpj,mart1256,Martu Wangka,Pama-Nyungan,pama1250,Pama-Nyungan > Desert Nyungic > Wati > Martuwangkic > Warnman-Wangka,Australia,AU,Kartujarra|Manyjilyjara|Puditara|Wangkajunga|Yulparitja,Budijarra|Gardujarra|Giyajarra|Jigalong|Jindi|Julbaritja|Kabul|Kartudjara|Keiadjara|Maduwangga|Maduwonga|Maduwongga,long grammar,shifting,115,Latin
mpk,mbar1260,Mbara (Chad),Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > North Biu-Mandara > Musguic > Musgu-Mbara,Africa,TD,,G'kelendeg|G'kelendeng|Guelengdeng|Massa de Guelengdeng|Mbara,long grammar,shifting,7,Latin
mpl,midd1327,Middle Watut,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Huon Gulf > Markham > Watut,Papunesia,PG,,"Maraliinan|Maralinan|Silisili|Watut|Watut, Middle",grammar sketch,not endangered,11,Latin
mpm,yoso1239,Yosondúa Mixtec,Otomanguean,otom1299,Otomanguean > Eastern Otomanguean > Amuzgo-Mixtecan > Mixtecan > Mixtec-Cuicatec > Mixtec > Western Alta Mixtec > Southwestern Alta Mixtec > Chalcatongic,North America,MX,,"Atatláhuca Mixtec|Chalcatongo Mixtec|Eastern Putla Mixtec|Itundujia Mixtec|Magdalena Peñasco Mixtec|Misteko|Mixtec|Mixtec (Yosondúa)|Mixtec (Yosundua)|Mixtec, Yosondúa|Mixteco (Yosonda)|Mixteco (Yosundúa)",grammar,threatened,15,Latin
mpn,mind1255,Mindiri,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Bel-Roinji-Nenaya > Bel > Eastern Bel,Papunesia,PG,,Mindiri language,phonology/text,shifting,8,Latin
mpo,miuu1237,Miu,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Southwest New Britain linkage > Arawe-Pasismanua > Pasismanua,Papunesia,PG,,Miu language|My,Wordlist or less,shifting,4,Latin
mpp,miga1241,Migabac,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Finisterre-Huon > Huon > Eastern Huon > Trans Vitiaz > Huon Tip > Sopac,Papunesia,PG,Central Migabac|North Migabac|South Migabac,Migaba',long grammar,not endangered,25,Latin
mpq,mati1255,Matís,Pano-Tacanan,pano1259,Pano-Tacanan > Panoan > Mayoruna Branch > Mayo Group > Matis subgroup,South America,BR,,Matis|Matse|Matsés (Perú)|Mayoruna (Brésil)|Mayoruna (Pérou)|Mayoruna-Matsés,long grammar,shifting,120,Latin
mpr,vang1243,Vangunu,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > New Georgia > East New Georgia > Marovo-Vangunu,Papunesia,SB,Bareke|Nuclear Vangunu,Lenga Vangunu|Solomon Islands|Vangunu language,Wordlist or less,not endangered,6,Latin
mps,dadi1250,Dadibi,Teberan,tebe1251,Teberan,Papunesia,PG,Erave River,"Dadibi (Daribi, Mikaru)|Dadibi language|Daribi|Karimui|Mikaru",grammar,not endangered,64,Latin
mpt,mian1256,Mian,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Asmat-Awyu-Ok > Awyu-Ok > Ok-Oksapmin > Ok > Mountain Ok > Mianic,Papunesia,PG,Mianmin|Upper August River|Usage,Mian language|Mianmin|Miyanmin,long grammar,shifting,58,Latin
mpu,maku1278,Makuráp,Tupian,tupi1275,Tupian > Arikem-Tupari > Tuparic,South America,BR,,Kurateg|Macurap|Macurape|Macurapi|Macuráp|Makurap|Makurape|Makurápi|Massaka,grammar,moribund,26,Latin
mpv,mung1272,Mungkip,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Finisterre-Huon > Finisterre-Saruwaged > Erap > Boana,Papunesia,PG,,Munkip,phonology/text,moribund,9,Latin
mpw,mapi1252,Mapidian-Mawayana,Arawakan,araw1281,Arawakan > Negro-Roraima > Pidjanan,South America,BR;GY;SR,,Madipian|Mahuayana|Maiopitian|Maopidian|Maopityan|Mapidi|Mapidian|Mapidiana|Mawayana|Mawayana (Brésil)|Mawayana (Guyana)|Mawayana (Guyane),phonology/text,nearly extinct,19,Latin
mpx,misi1243,Misima-Paneati,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Papuan Tip linkage > Peripheral Papuan Tip linkage > Kilivila-Misima,Papunesia,PG,Nasikwabw|Tewatewa,Panaeati|Panaieti|Panayeti|Paneate|Paneyate,grammar sketch,not endangered,117,Latin
mpy,mapi1250,Mapia,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Micronesian > Central Micronesian > Western Micronesian > Chuukic-Ponapeic > Trukic > Nuclear Trukic,Papunesia,ID,,Mapian,phonology/text,extinct,9,Latin
mpz,mpii1239,Mpi,Sino-Tibetan,sino1245,Sino-Tibetan > Burmo-Qiangic > Lolo-Burmese > Loloish > Hani-Jino > Bisoid-Hanic > Hanic > Bi-Ka,Eurasia,TH,,Mpi-Mi,grammar sketch,shifting,12,Thai
mqa,maba1278,Maba (Indonesia),Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > South Halmahera-West New Guinea > Raja Ampat-South Halmahera > South Halmahera > Gebeic > Central-Eastern South Halmahera > Gamrange > Southern Gamrange,Papunesia,ID,,Bicoli|Bitjoli|Ingli|Maba,Wordlist or less,threatened,7,Latin
mqb,mbuk1243,Mbuko,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > Hurza,Africa,CM,,Mboko|Mbokou|Mboku|Mbuko language|Mbuku,grammar sketch,not endangered,29,Latin
mqc,,Mangole,,,,,,,,,,,Latin
mqd,mada1299,Madang (Malaysia),Bookkeeping,book1242,Bookkeeping,,,,,Wordlist or less,,1,
mqe,mate1260,Matepi,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Madang > Croisilles > Mabuso > Hanseman > Unclassified Hanseman,Papunesia,PG,,,Wordlist or less,threatened,2,Latin
mqf,momu1241,Momuna,isolate,,,Papunesia,ID,,Somage|Somahai|Sumohai,phonology/text,shifting,16,Latin
mqg,kota1275,Kota Bangun Kutai Malay,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > East Borneo Malay,Papunesia,ID,,"Malay, Kota Bangun Kutai",phonology/text,threatened,8,Latin
mqh,tlaz1235,Tlazoyaltepec Mixtec,Otomanguean,otom1299,Otomanguean > Eastern Otomanguean > Amuzgo-Mixtecan > Mixtecan > Mixtec-Cuicatec > Mixtec > Eastern Alta Mixtec > Southeastern Alta Mixtec > Tlazoyal-Penoles,North America,MX,,"Central Misteko|Central Nochistlán Mixtec|Centreal Mixteco|Diuxi-Tilantongo Mixtec|Eastern Alta Mixtec|Eastern Mixtec|Huitepec Mixtec|Mitlatongo Mixtec|Mixtec, Tlazoyaltepec|Mixteco bajo de Valles|Mixteco de Diuxi-Tilantongo|Mixteco de Huitepec",Wordlist or less,threatened,3,Latin
mqi,mari1430,Mariri,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Aru > Batuley-Mariri,Papunesia,ID,,Aru|Mairiri,Wordlist or less,shifting,2,Latin
mqj,mama1276,Mamasa,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater South Sulawesi > South Sulawesi > Northern South Sulawesi > Toraja-Duri > Torajic,Papunesia,ID,Central Mamasa|Northern Mamasa|Pattae',Nordost-Celebes,phonology/text,not endangered,15,Latin
mqk,raja1254,Rajah Kabunsuwan Manobo,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Manobo > Central and Southern Manobo > East-West-Central Manobo > East and Central Manobo > East Manobo,Papunesia,PH,,"Manobo, Rajah Kabunsuwan|Rajah Kabungsuan Manobo",Wordlist or less,not endangered,1,Latin
mql,mbel1240,Mbelime,Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Gur > Central Gur > Northern Central Gur > Bwamu-Oti-Volta > Oti-Volta > Nuclear Oti-Volta > Oti-Volta Oriental > Waama-Tayari-Ditammari > Tayari-Ditammari > Ditammaric,Africa,BJ;TG,,"""Niende""|""Niendi""|Mbilme|Nyende",grammar,not endangered,16,Latin
mqm,sout2866,South Marquesan,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > East Polynesian Distal > Marquesan,Papunesia,PF,Fatu Hiva|Hiva Oa|Tahuta,"Marquesan|Marquesan, South|Marquesas|Marquesas-Inseln Sprache|South",phonology/text,shifting,12,Latin
mqn,moro1287,Moronene,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Celebic > Greater Eastern Celebic > Eastern Celebic > Southeastern Celebic > Bungku-Tolaki > Eastern Bungku-Tolaki,Papunesia,ID,Kabaena|Poleang|Rumbia|Wita Ea,Maronene,grammar sketch,threatened,27,Latin
mqo,modo1249,Modole,North Halmahera,nort2923,North Halmahera > Northern North Halmahera > Mainland North Halmaheran > Kao River,Papunesia,ID,North Modole|South Modole,Madole,grammar sketch,threatened,9,Latin
mqp,mani1297,Manipa,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Nunusaku > Piru Bay > West Piru Bay > Hoamoal > West Hoamoal,Papunesia,ID,,Soow Huhelia,Wordlist or less,moribund,5,Latin
mqq,mino1243,Minokok,Austronesian,aust1307,Austronesian > Malayo-Polynesian > North Borneo Malayo-Polynesian > Sabahan > Southwest Sabahan > Greater Dusunic > Dusunic > Kadazan-Sugut-Minokok > Sugut-Minokok Kadazan,Papunesia,MY,,Malaysia,Wordlist or less,threatened,2,Latin
mqr,mand1443,Mander,Tor-Orya,toro1256,Tor-Orya > Tor,Papunesia,ID,,,phonology/text,moribund,10,Latin
mqs,west2600,West Makian,North Halmahera,nort2923,North Halmahera,Papunesia,ID,,"Makian (West)|Makian Barat|Makian Luar|Makian, West|Moi (Maluku, Indonesia)|W Makian|W. Makian",grammar sketch,threatened,8,Latin
mqt,mokk1243,Mok,Austroasiatic,aust1305,Austroasiatic > Khasi-Palaung > Palaungic > East Palaungic > Angkuic > Southern Angkuic,Eurasia,CN;LA;MM;TH,,Amok|Angku|Hsen-Hsum|Man Met|Manmi|Manmit|Mojo|Moxo|Tai Loi|Yā-āng Lawa|i-Mok|Āng-kú,grammar sketch,not endangered,8,Latin
mqu,mand1425,Mandari,Nilotic,nilo1247,Nilotic > Eastern Nilotic > Barian,Africa,SS,,Chir|Kir|Mondari|Mundari|Shir,grammar sketch,not endangered,24,Latin
mqv,mosi1248,Mosimo,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Madang > Croisilles > Mabuso > Hanseman > Wamas-Samosa-Murupi-Mosimo,Papunesia,PG,,,phonology/text,moribund,6,Latin
mqw,muru1273,Murupi,Nuclear Trans New Guinea,nucl1709,Nuclear Trans New Guinea > Madang > Croisilles > Mabuso > Hanseman > Wamas-Samosa-Murupi-Mosimo,Papunesia,PG,,,Wordlist or less,threatened,3,Latin
mqx,mamu1255,Mamuju,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater South Sulawesi > South Sulawesi > Northern South Sulawesi,Papunesia,ID,Nuclear Mamuju|Padang|Sinyonyoi|Sumare-Rangas,Mamoedjoe|Mamoedjoesch|Mamudju|Nordost-Celebes|Udai,phonology/text,threatened,11,Latin
mqy,mang1405,Manggarai,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Bima-Lembata > Flores > West-Central Flores > Manggaraiic > Manggarai Khusus,Papunesia,ID,Central Manggarai|Eastern Manggarai|West-Central Manggarai|Western Manggarai,Indonesia,grammar,not endangered,35,Latin
mqz,mala1487,Malasanga,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > North New Guinea linkage > Ngero-Vitiaz linkage > Vitiaz linkage > Korap linkage,Papunesia,PG,Nuclear Malasanga|Singorokai,Malasanga language,Wordlist or less,not endangered,6,Latin
mra,mlab1235,Mlabri,Austroasiatic,aust1305,Austroasiatic > Khmuic > Phay-Pram > Tinic,Eurasia,LA;TH,,"Ma Ku|Mabri|Malabri (Minor)|Mla|Mla Bri|Mla-Bri|Mlabri (Minor)|Mlabri language|Mrabri|Phi Thong Luang|Phi Thong Luang (""Spirits of yellow leaves"")|Yellow Leaf",long grammar,shifting,122,Thai
mrb,mari1426,Sunwadia,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Northern Vanuatu > Maewo,Papunesia,VU,,Marino|Naone|North Maewo|Suñwadia,long grammar,shifting,8,Latin
mrc,mari1440,Maricopa,Cochimi-Yuman,coch1271,Cochimi-Yuman > Yuman > General Yuman > River Yuman,North America,US,,Cocomaricopa|Maricopa language|Pee Posh|Piipaash|Piipash,long grammar,moribund,35,Latin
mrd,west2418,Western Magar,Sino-Tibetan,sino1245,Sino-Tibetan > Himalayish > Mahakiranti > Kham-Magar-Chepang > Magar,Eurasia,NP,,"Magar|Magar (Syangja)|Magar (Western)|Magar Nuwakot|Magar, Western|Magar,Western|Magari|Magarī|Manggar|Mãgari|Syangja Magar",long grammar,shifting,5,
mre,mart1251,Martha's Vineyard Sign Language,Sign Language,sign1238,Sign Language > L1 Sign Language > OKSLic,North America,US,,MVSL|Martha’s Vineyard-tegnspråk|Martha’s Vineyards Gebärdensprache,grammar sketch,extinct,5,
mrf,else1239,Elseng,isolate,,,Papunesia,ID,,"""Morwap""|Djanggu|Elseng language|Janggu|Lenga Elseng|Malluo|Maluak|Morwap|Sawa|Tabu",Wordlist or less,shifting,13,Latin
mrg,misi1242,Mising-Padam-Miri-Minyong,Sino-Tibetan,sino1245,Sino-Tibetan > Macro-Tani > Tani > Eastern Tani,Eurasia,IN,Minyong|Miri (Arunachal Pradesh)|Mising|Padam,Hill Miri|Miri|Mishing|Mising|Plains Miri|Takam,long grammar,not endangered,46,Latin
mrh,mara1382,Mara,Sino-Tibetan,sino1245,Sino-Tibetan > Kuki-Chin-Naga > Kuki-Chin > Central Kuki-Chin > Maraic > Nuclear Maraic,Eurasia,IN;MM,Hlawthai|Tlosai,"Chin|Chin (Mara)|Chin mara|Chin, Mara|Chin,Mara|Hawthai|Lakher|Mara Chin|Mara language|Maram|Mira|Sabeu",grammar,threatened,30,Latin
mri,maor1246,Maori,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > East Polynesian Proximal > Southern East Polynesian Proximal > Maoric,Papunesia,NZ,Eastern North Island Maori|Kai-Tahu South Island|Ngaapuhi|Ngaati Kahungunu|Ngaati Porou|Ngaati Tuuwharetoa|North Auckland Maori|Taranaki|Te Arawa Tuuhoe|Te Aupouri|Waikato|Wanganui|Western North Island Maori,Bahasa Maori|Bahasa Māori|Gagana Māoli|Idioma maorí|Język maoryski|Lengua maori|Limba maori|Lingua Maoriana|Lingua maorí|Lingua māori|Língua maori|Maoori keel,long grammar,shifting,214,
mrj,west2392,Western Mari,Uralic,ural1272,Uralic > Mari,Eurasia,RU,Kozymodemyan|Yaran,Bergdialekt|Bergtscheremissisch|Bergčeremissisch|Cheremis|Cheremiss|Cheremissian|Gorno-Mariy|High Mari|Hill Cheremis|Hill Cheremiss|Hill Mari|Mari,long grammar,threatened,77,Cyrillic
mrk,hmwa1243,Hmwaveke,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Southern Melanesian > New Caledonian > Mainland New Caledonian > Northern New Caledonian > Mid-Northern New Caledonian > Voh-Kone-Cem-Pac > Voh-Kone,Papunesia,NC,,Ceta|Faa Ceta|Moaveke|Neukaledonien,phonology/text,shifting,6,Latin
mrl,mort1237,Mortlockese,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Micronesian > Central Micronesian > Western Micronesian > Chuukic-Ponapeic > Trukic > Nuclear Trukic > Central Trukic > Eastern Trukic > Mortlockese-Trukese,Papunesia,FM,Lower Mortlock|Mid Mortlock|Upper Mortlock,Mortlock|Nomoi,grammar sketch,shifting,16,Latin
mrm,merl1237,Merlav,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Northern Vanuatu > Torres-Banks linkage,Papunesia,VU,Matliwag|Mwerig|West Mwerelawa,Banks-Inseln|Merelava|Merlav-Merig|Mwerlap,Wordlist or less,not endangered,8,Latin
mrn,chek1238,Cheke Holo,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Western Oceanic linkage > Meso Melanesian linkage > New Ireland-Northwest Solomonic linkage > St George linkage > Northwest Solomonic > Santa Isabel > East Santa Isabel,Papunesia,SB,Hograno|Maringe,A'ara|Holo|Kubonitu|Maring|Maring (Trans New Guinea)|Maringe,long grammar,not endangered,28,Latin
mro,mruu1242,Mru,Sino-Tibetan,sino1245,Sino-Tibetan > Mruic,Eurasia,BD;IN;MM,,Maru|Mro|Mro-Mru|Mroo|Mrung|Murung|Niopreng|မရူ,grammar sketch,threatened,27,"Mro, Mru"
mrp,moro1286,Ande,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Northern Vanuatu > Espiritu Santo > West Santo > South-Central Santo,Papunesia,VU,,Ko|Mores|Morouas|Moruas,phonology/text,shifting,24,Latin
mrq,nort2845,North Marquesan,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > East Polynesian Distal > Marquesan,Papunesia,PF,Hatutu|Nuku Hiva|Ua Huka|Ua Pou,"Marquesan|Marquesan, North|Marquesas|Marquesas-Inseln Sprache",long grammar,shifting,51,Latin
mrr,mari1414,Maria (India),Dravidian,drav1251,Dravidian > South Dravidian > South Dravidian II > Gondi > Southeast Gondi,Eurasia,IN,Abujmaria|Adewada|Bhamani Maria|Etapally Maria,Abujmaria|Gondi (Muria)|Gonḍi|Gōṇḍī|Hill Maria|Lingua abujmaria|Madi|Madia|Madiya|Maria|Maria language|Modh,long grammar,not endangered,19,Devanagari
mrs,mara1399,Maragus,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > North and Central Vanuatu > Central Vanuatu > Malakula > Western Malakula linkage > Peripheral Western Malakula > Northwestern Malakula,Papunesia,VU,,Mallicolo|Maragaus|Tape,grammar,nearly extinct,7,Latin
mrt,marg1265,Marghi Central,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Biu-Mandara > North Biu-Mandara > Margi-Mandara-Mofu > Bura-Marghi > Marghic,Africa,NG,Gulak|Gwara (Marghi)|Lassa|Wurga,Marghi|Margi|Margi Central|Margi language|not specified,long grammar,not endangered,42,Latin
mru,mono1269,Mono (Cameroon),Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Mbumic > Northern Mbum > Tupuri-Mundang-Mambai > Mundangic,Africa,CM,,Maru|Mon-Non|Mono,Wordlist or less,moribund,11,Latin
mrv,mang1401,Mangareva,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Eastern Malayo-Polynesian > Oceanic > Central Pacific linkage > Tokalau Fijian > Polynesian > Nuclear Polynesian > Northern Outlier Polynesian-East Polynesian > Solomons Northern Outlier Polynesian-East Polynesian > Central Northern Outlier Polynesian-East Polynesian > East Polynesian > East Polynesian Distal > Far East Polynesian,Papunesia,PF,,Mangareva language|Mangarevan|Mangarevan kieli|Mangarevano|Mangarévien|Мангареванский язык,grammar,shifting,36,Latin
mrw,mara1404,Maranao,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Danaw,Papunesia,PH,,Maranao language|Maranao-ngî|Maranaw|Minaranaw|Ranao|ภาษามาราเนา,grammar,threatened,23,Latin
mrx,mare1261,Maremgi,Tor-Orya,toro1256,Tor-Orya > Tor,Papunesia,ID,,Dineor|Marengge,phonology/text,moribund,7,Latin
mry,kara1489,Mandaya,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Mansakan > Eastern Mansakan,Papunesia,PH,,"Carraga Mandaya|Karaga Mandaya|Manay Mandayan|Mandaya, Karaga|Mangaragan Mandaya",grammar sketch,not endangered,7,Latin
mrz,nucl1622,Marind,Anim,anim1240,Anim > Marind-Boazi-Yaqai > Marindic,Papunesia,ID;PG,Central Marind|Coastal Marind|Gawir|Southeast Marind|Tugeri,Gawir|Holifoersch|Marind (Eastern)|Southeast Marind|Tugeri,long grammar,threatened,72,Latin
msb,masb1238,Masbatenyo,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Bisayan > Central Bisayan > Peripheral Central Bisayan > Masbate-Sorsogon,Papunesia,PH,,Bisaya|Masbatenyo nga yinaknan|Masbateño|Masbateño language|Minasbate|Minasbatenyo|ภาษามัสบาเตนโย,grammar sketch,not endangered,8,Latin
msc,sank1253,Sankaran Maninka,Mande,mand1469,Mande > Western Mande > Manding-Kpelle > Central Mande > Manding-Jogo > Manding-Vai > Manding-Mokole > Manding > East Manding > Manenkan,Africa,GN;SL,,"Faranah|Maninka, Sankaran|Sankarankan",grammar,threatened,3,Latin
msd,yuca1236,Yucatec Maya Sign Language,Sign Language,sign1238,Sign Language > L1 Sign Language > Meemul-Tziij,North America,MX,Cepeda Peraza Sign Language|Chicán Sign Language|Nohkop Sign Language|Trascorral Sign Language,Línguas gestuais maias|Mayan sign languages|Nohya Sign Language,grammar sketch,shifting,118,
mse,muse1242,Musey,Afro-Asiatic,afro1255,Afro-Asiatic > Chadic > Masa > North Masa > Marba-Musey,Africa,CM;TD,Bongor-Jodo-Tagal-Berem-Gunu|Jaraw-Domo|Lew|Pe (Chadic)|Pe-Holom-Gamé,Bananna|Bananna Ho Ho|Mosi|Moussei|Moussey|Musaya|Musei|Museyna|Musiina|Musoi|Mussoi|Mussoy,grammar sketch,not endangered,18,Latin
msf,mekw1241,Mekwei,Nimboranic,nimb1257,Nimboranic > Outer Nimboranic,Papunesia,ID,,Demenggong-Waibron-Bano|Dozai|Mekei|Menggei|Menggwei|Moi|Moi-e|Mooi|Munggai|Mungge|Munkei|Sabron-Dosay,phonology/text,moribund,10,Latin
msg,mora1239,Moraid,West Bird's Head,west1493,West Bird's Head > South West Bird's Head,Papunesia,ID,,Ogit,Wordlist or less,threatened,7,Latin
msh,masi1268,Masikoro Malagasy,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Basap-Greater Barito > Greater Barito linkage > Southeast Barito > Malagasic > Southwestern Malagasic > South West-Central Malagasic > Nuclear South West-Central Malagasic > Inland-Western Malagasic > Western Malagasic,Africa,MG,Masikoro-Miary|Mikea|Vezo,"Malagasy, Masikoro",grammar sketch,not endangered,39,Latin
msi,saba1263,Sabah Malay,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Malayo-Chamic > Malayic > Nuclear Malayic > East Borneo Malay > Banjar-Berau-Brunei Malay > Berau-Brunei Malay > Bruneic Malay,Papunesia,MY,,"Bazaar Malay|Brunei-Sabah Malay|Malay, Sabah|Pasar Malay",long grammar,not endangered,19,Latin
msj,made1252,Ma (Democratic Republic of Congo),Atlantic-Congo,atla1278,Atlantic-Congo > Volta-Congo > North Volta-Congo > Cameroun-Ubangian > Ubangi > Ubangi Ka > Mbaic,Africa,CD,,Amadi|Ma|Madi|Madyo,grammar sketch,not endangered,8,Latin
msk,mans1262,Mansaka,Austronesian,aust1307,Austronesian > Malayo-Polynesian > Greater Central Philippine > Central Philippine > Mansakan > Eastern Mansakan,Papunesia,PH,,Mandaya Mansaka,grammar sketch,threatened,25,Latin
msl,molo1262,Molof,isolate,,,Papunesia,ID,,Ampas|Poule|Powle-Ma,phonology/text,shifting,12,Latin
